,MAHDOUDE_NAME,AQUIFER_NAME,DATE_GREGORIAN,DATE_PERSIAN,LOCATION_LIST,CHECK_LOCATION_CONDI
10,سرخس,سرخس,2002-08-06,1381-5-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
11,سرخس,سرخس,2002-09-06,1381-6-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
12,سرخس,سرخس,2002-10-07,1381-7-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
13,سرخس,سرخس,2002-11-06,1381-8-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
14,سرخس,سرخس,2002-12-06,1381-9-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
15,سرخس,سرخس,2003-01-05,1381-10-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
16,سرخس,سرخس,2003-02-04,1381-11-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
17,سرخس,سرخس,2003-03-06,1381-12-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
18,سرخس,سرخس,2003-04-04,1382-1-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
19,سرخس,سرخس,2003-05-05,1382-2-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
20,سرخس,سرخس,2003-06-05,1382-3-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
21,سرخس,سرخس,2003-07-06,1382-4-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
22,سرخس,سرخس,2003-08-06,1382-5-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
23,سرخس,سرخس,2003-09-06,1382-6-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
24,سرخس,سرخس,2003-10-07,1382-7-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
25,سرخس,سرخس,2003-11-06,1382-8-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
26,سرخس,سرخس,2003-12-06,1382-9-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
27,سرخس,سرخس,2004-01-05,1382-10-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
28,سرخس,سرخس,2004-02-04,1382-11-15,"['اراضی حسن آباد جر -wa', 'اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",False
29,سرخس,سرخس,2004-03-05,1382-12-15,"['اراضی حسن آباد جر -wb', 'اول کچولی', 'ایستگاه کنترل گاز', 'بابا لقمان', 'بعد از آصف- چاه شماره 5', 'تام رسول', 'جاده شیلات چاه شماره 9', 'حاجی جهند', 'دامپروری (2)', 'راه جنگل چاه شماره 10', 'روستای یاس تپه چاه شماره 13', 'شیر تپه', 'صمد آباد', 'قبرستان تپه میراحمد', 'قبرستان عباس آباد', 'قبل از قوش سربزی شماره 4', 'قبل از نوروزآباد- اس 9', 'قلعه نو چاه شماره 6', 'قوش سربزی', 'قوش چاکر', 'معدن شن و ماسه -3', 'منطقه ویژه تجاری', 'نهر انقلاب', 'نوار مرزی-14', 'نوار مرزی-چاه شماره 11', 'پشت فرودگاه قدیم - 7', 'کلاته مره ای -اس 7', 'یاز تپه چاه شماره 2']",True
